Unnamed: 0,id,name,energy,time,ingredients,recipe,photo,ing_obr,ing_new,Calories,Proteins,Fats,Carbohydrates
929,930,Домашние заварные профитроли,"Калории: 386, белки: 9, жиры: 26, углеводы: 29",30 минут,"Пшеничная мука 1 стакан
Сливочное масло 100 г
Куриное яйцо 3 штуки
Соль щепотка
Вода 1 стакан","① Вскипятить один стакан воды. Добавить соль и нарезанное небольшими кусочками масло.
② Уменьшить огонь до минимума. Просеять муку, непрерывно помешивая венчиком. Размешивать, не снимая с огня, до получения однородной массы.
③ Переложить получившееся тесто в миску. Вбить яйца по одному, каждый раз тщательно перемешивая.
④ Взбить тесто деревянной ложкой, пока не получится однородная блестящая масса.
⑤ Выложить тесто размером с грецкий орех на пергамент или силиконовый коврик с помощью кондитерского мешка или двух ложек.
⑥ Выпекать в духовке при температуре 200 градусов в течение 10 минут, затем увеличить температуру до 220 градусов и выпекать еще 10–15 минут. Готовые профитроли проколоть с одной стороны тонким ножом, чтобы выпустить пар.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150129174802/150202232035/p_O.jpg,"['пшеничн', 'мук', '1', 'стака', 'сливочн', 'масл', 'курин', 'яйц', '3', 'штук', 'сол', 'щепотк', 'вод', '1', 'стака']","['пшеничный', 'мука', 'стакан', 'сливочный', 'масло', 'г', 'куриный', 'яйцо', 'штука', 'соль', 'щепотка', 'вода', 'стакан']",386,9,26,29
930,931,Тальята-ди-манзо,"Калории: 909, белки: 35, жиры: 83, углеводы: 1",20 минут + 1 час,"Говяжий рибай 1 штука
Розмарин 1 веточка
Оливковое масло 125 мл
Рукола 100 г
Сыр пармезан 40 г
Соль по вкусу
Молотый черный перец по вкусу","① Подготовить необходимые ингредиенты. Стейк достать из холодильника и оставить на час, чтобы он дошел до комнатной температуры.
② Розмарин отбить, чтобы высвободить эфирные масла.
③ Бросить его в оливковое масло. Оставить на час.
④ Приправить стейк солью и перцем, смазать его розмариновым маслом.
⑤ Разогреть сковородку гриль до максимума; когда она начнет дымиться, выключить огонь и положить на нее стейк. Готовить сначала по 4 минуты с каждой стороны, переворачивая его каждые 2 минуты.
⑥ Затем, придерживая мясо щипцами, поджарить бока стейка.
⑦ Переложить стейк в чистую емкость, полить его розмариновым маслом и накрыть фольгой. Дать отдохнуть 4–6 минут.
⑧ Нарезать готовый стейк ломтиками толщиной около сантиметра.
⑨ На тарелку выложить рукколу, затем стейк, приправить его солью и перцем.
①0 Украсить произвольно нарезанным пармезаном.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120214124236/180816085331/p_O.jpg,"['говяж', 'риба', '1', 'штук', 'розмарин', '1', 'веточк', 'оливков', 'масл', '125', 'мл', 'рукол', 'сыр', 'пармеза', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['говяжий', 'рибай', 'штука', 'розмарин', 'веточка', 'оливковый', 'масло', 'мл', 'рукол', 'г', 'сыр', 'пармезан', 'г', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",909,35,83,1
931,932,Уэвос-ранчерос,"Калории: 592, белки: 23, жиры: 37, углеводы: 43",30 минут,"Сушеный перец чили 1 штука
Растительное масло 70 мл
Репчатый лук 1 головка
Чеснок 4 зубчика
Орегано ½ чайные ложки
Консервированные помидоры кусочками 400 г
Консервированный перец чипотле  2 штуки
Кинза 20 г
Лайм 1 штука
Тортильи 5 штук
Куриное яйцо 10 штук
Красная консервированная фасоль 400 г
Авокадо 2 штуки","① У сушеного чили удалить семена и нарезать его полосками. Разогреть 20 мл растительного масла на сковороде, обжарить нарезанный соломкой лук до золотистого цвета, добавить измельченный чеснок, орегано и сушеный чили, готовить, помешивая,
①5 секунд.
② Добавить помидоры и консервированный перец, посолить, поперчить, добавить сок лайма, понизить огонь и потушить 10 минут. Затем пробить овощи блендером до однородной массы.
③ Разогреть 50 мл масла и обжарить на нем тортильи по 15 секунд с каждой стороны. Готовые тортильи выложить на бумажные полотенца, чтобы избавиться от лишнего жира.
④ На той же сковороде пожарить глазунью, по два яйца за раз. Желтки должны остаться жидкими. В отдельной сковороде разогреть фасоль.
⑤ На тарелку выложить тортилью, сверху уложить глазунью, полить ее томатно-перечным соусом, рядом выложить немного фасоли и ломтики авокадо. Украсить рубленной кинзой.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120213175433/180412184411/p_O.jpg,"['сушен', 'перец', 'чил', '1', 'штук', 'растительн', 'масл', '70', 'мл', 'репчат', 'лук', 'оловк', 'чеснок', '4', 'зубчик', 'орега', '½', 'чайн', 'ложк', 'консервирова', 'помидор', 'кусочк', 'консервирова', 'перец', 'чипотл', '2', 'штук', 'кинз', 'лайм', '1', 'штук', 'тортил', '5', 'штук', 'курин', 'яйц', '10', 'штук', 'красн', 'консервирова', 'фасол', 'авокад', '2', 'штук']","['сушёный', 'перец', 'чили', 'штука', 'растительный', 'масло', 'мл', 'репчатый', 'лук', 'головка', 'чеснок', 'зубчик', 'орегано', '½', 'чайный', 'ложка', 'консервированный', 'помидор', 'кусочек', 'г', 'консервированный', 'перец', 'чипотля', 'штука', 'кинза', 'г', 'лайм', 'штука', 'тортилья', 'штука', 'куриный', 'яйцо', 'штука', 'красный', 'консервированный', 'фасоль', 'г', 'авокадо', 'штука']",592,23,37,43
932,933,Рамен со свиным фаршем,"Калории: 739, белки: 29, жиры: 46, углеводы: 49",30 минут,"Куриный бульон 800 мл
Лапша рамен 250 г
Чеснок 3 зубчика
Кунжутное масло 60 мл
Растительное масло 40 мл
Свиной фарш 300 г
Коричневый сахар щепотка
Соевый соус 50 мл
Мисо-паста 1 столовая ложка
Куриное яйцо 2 штуки
Зеленый лук 10 г
Соль по вкусу","① В небольшом сотейнике разогреть кунжутное масло, снять с огня и бросить в него чеснок, нарезанный небольшим кубиком. Дать остыть.
② На растительном масле обжарить фарш, добавить к нему щепотку коричневого сахара и 20 мл соевого соуса. Готовить еще 2-3 минуты до растворения сахара.
③ Разогреть бульон, взять немного горячего бульона из кастрюли, смешать его с пастой мисо до однородной консистенции и перелить в кастрюлю с бульоном. Добавить 30 мл соевого соуса и посолить по вкусу.
④ Сварить яйца в кипящей воде в течение 7 минут. Затем остудить их, очистить и разрезать на половинки. Лук нарезать тонкими кольцами.
⑤ В кипящей воде заварить лапшу согласно инструкции на упаковке. Готовую лапшу слить, чтобы не дать ей впитать лишнюю воду.
⑥ В порционную тарелку налить бульон, положить лапшу, мясо, половинку яйца, посыпать колечками лука и приправить кунжутно-чесночным маслом.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090615/180208161427/p_O.jpg,"['курин', 'бульон', '800', 'мл', 'лапш', 'рам', 'чеснок', '3', 'зубчик', 'кунжутн', 'масл', '60', 'мл', 'растительн', 'масл', '40', 'мл', 'свин', 'фарш', 'коричнев', 'сахар', 'щепотк', 'соев', 'соус', '50', 'мл', 'мис', 'паст', '1', 'столов', 'ложк', 'курин', 'яйц', '2', 'штук', 'зелен', 'лук', 'сол', 'вкус']","['куриный', 'бульон', 'мл', 'лапша', 'рамный', 'г', 'чеснок', 'зубчик', 'кунжутный', 'масло', 'мл', 'растительный', 'масло', 'мл', 'свиной', 'фарш', 'г', 'коричневый', 'сахар', 'щепотка', 'соевый', 'соус', 'мл', 'мисо', 'паста', 'столовая', 'ложка', 'куриный', 'яйцо', 'штука', 'зелёный', 'лук', 'г', 'соль', 'по', 'вкус']",739,29,46,49
933,934,"Кальмары, тушенные в сметане","Калории: 846, белки: 127, жиры: 29, углеводы: 20",30 минут,"Кальмары 1,5 кг
Морковь 2 штуки
Репчатый лук 3 головки
Чеснок 3 зубчика
Сметана 500 г
Соль 1 чайная ложка
Растительное масло 4 столовые ложки
Молотый черный перец по вкусу","① Замороженные кальмары положить в миску, обдать кипятком и удалить пленку и внутренности. Нарезать соломкой.
② Порезать лук, морковь и чеснок и обжарить их на растительном масле до золотистого цвета.
③ К овощам добавить кальмары, сметану, посолить, поперчить и тушить около 10 минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150129174802/150204205500/p_O.jpg,"['кальмар', '1', '5', 'кг', 'морков', '2', 'штук', 'репчат', 'лук', 'оловк', 'чеснок', '3', 'зубчик', 'смета', 'сол', '1', 'чайн', 'ложк', 'растительн', 'масл', '4', 'столов', 'ложк', 'молот', 'черн', 'перец', 'вкус']","['кальмар', 'кг', 'морковь', 'штука', 'репчатый', 'лук', 'головка', 'чеснок', 'зубчик', 'сметана', 'г', 'соль', 'чайный', 'ложка', 'растительный', 'масло', 'столовая', 'ложка', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",846,127,29,20
934,935,Руккола с редисом и помидорами,"Калории: 124, белки: 2, жиры: 10, углеводы: 6",10 минут,"Рукола 1 пучок
Помидоры черри 200 г
Редис 6 штук
Оливковое масло 1 столовая ложка
Лимонный сок 2 чайные ложки
Соль по вкусу
Молотый черный перец по вкусу","① Подготовить все ингредиенты.
② Рукколу промыть и порвать руками на части.
③ Редис порезать тонкими кружочками.
④ Помидоры черри разрезать пополам.
⑤ Добавить кедровые орехи.
⑥ Заправить все оливковым маслом, лимонным соком, солью и перцем по вкусу.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090424/120213183212/p_O.jpg,"['рукол', '1', 'пучок', 'помидор', 'черр', 'редис', '6', 'штук', 'оливков', 'масл', '1', 'столов', 'ложк', 'лимон', 'сок', '2', 'чайн', 'ложк', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['рукол', 'пучок', 'помидор', 'черри', 'г', 'редис', 'штука', 'оливковый', 'масло', 'столовая', 'ложка', 'лимонный', 'сок', 'чайный', 'ложка', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",124,2,10,6
935,936,Запеченная баранья нога с кофе и овощами,"Калории: 829, белки: 56, жиры: 64, углеводы: 10",2 часа  30 минут,"Баранья нога 2 кг
Репчатый лук 3 штуки
Морковь 2 штуки
Куриный бульон 500 мл
Эспрессо 120 мл
Жирные сливки 150 мл
Соль по вкусу
Молотый черный перец по вкусу","① Прогреть чугунную форму, налить растительное масло и обжарить на ней баранью ногу со всех сторон, посолив и поперчив.
② Отложить мясо в сторону, а в той же форме обжарить крупно нарезанные морковь и лук.
③ Влить к овощам бульон и вернуть ногу. Отправить в духовку, разогретую до 180 градусов на час.
④ Спустя час, влить к бараньей ноге кофе и сливки, продолжить запекать еще час.
⑤ Мясо вытащить из духовки и выложить на бумажные полотенца. Соус от мяса перелить в сотейник и уварить до густоты, затем процедить и подавать к баранине и овощам.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120830122212/161130173559/p_O.jpg,"['баран', 'ног', '2', 'кг', 'репчат', 'лук', '3', 'штук', 'морков', '2', 'штук', 'курин', 'бульон', '500', 'мл', 'эспресс', '120', 'мл', 'жирн', 'сливк', '150', 'мл', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['бараний', 'нога', 'кг', 'репчатый', 'лук', 'штука', 'морковь', 'штука', 'куриный', 'бульон', 'мл', 'эспрессо', 'мл', 'жирный', 'сливка', 'мл', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",829,56,64,10
936,937,Салат из крабовых палочек с кукурузой,"Калории: 450, белки: 16, жиры: 21, углеводы: 49",30 минут,"Консервированная кукуруза 350 г
Крабовые палочки 400 г
Рис 200 г
Куриное яйцо 5 штук
Зеленый лук 1 пучок
Укроп 1 пучок
Петрушка 1 пучок
Соль по вкусу
Майонез 125 г","① Отварить рис и охладить. Яйца сварить вкрутую, очистить и мелко нарезать. Крабовые палочки порезать небольшими кусочками.
② Слить с кукурузы сок, смешать с крабовыми палочками, яйцами и рисом. Добавить мелко рубленную зелень.
③ Посолить, заправить салат майонезом и перемешать.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090202/140916102601/p_O.jpg,"['консервирова', 'кукуруз', 'крабов', 'палочк', 'рис', 'курин', 'яйц', '5', 'штук', 'зелен', 'лук', '1', 'пучок', 'укроп', '1', 'пучок', 'петрушк', '1', 'пучок', 'сол', 'вкус', 'майонез']","['консервированный', 'кукуруза', 'г', 'крабовый', 'палочка', 'г', 'рис', 'г', 'куриный', 'яйцо', 'штука', 'зелёный', 'лук', 'пучок', 'укроп', 'пучок', 'петрушка', 'пучок', 'соль', 'по', 'вкус', 'майонез', 'г']",450,16,21,49
937,938,Гравлакс с картофельным салатом,"Калории: 770, белки: 32, жиры: 56, углеводы: 34",45 минут + 2 суток,"Филе лосося 750 г
Морская соль 4 столовые ложки
Сахар 4 столовые ложки
Укроп 100 г
Молотый белый перец 2 чайные ложки
Молодой картофель 800 г
Редис 1 пучок
Зеленая спаржа 1 пучок
Зеленый лук 1 пучок
Сметана 20%-ная 200 г
Майонез 3 столовые ложки
Дижонская горчица 3,5 столовые ложки
Петрушка 40 г
Красный винный уксус 1,5 чайных ложек
Рафинированное масло 200 мл
Соль по вкусу
Молотый черный перец по вкусу","① Удалить чешую с лосося, но кожу не снимать. Сделать несколько разрезов на коже, чтобы маринад легче проник внутрь.
② Смешать морскую соль, три столовые ложки сахара, белый перец и этой смесью посыпать филе с обеих сторон. Укроп мелко нарезать и половиной его посыпать рыбу, оставшийся укроп отложить для салата и соуса.
③ Сложить филе друг на друга посоленной стороной (мясо к мясу, кожей наружу), завернуть в тонкую льняную ткань, положить на разделочную доску, мариновать при комнатной температуре три часа. Затем поставить в холодильник на сутки, минимум на ночь.
④ Промыть и сварить картофель, слить воду и дать картофелю остыть. Нарезать редиску на тонкие кольца, порубить зеленый лук.
⑤ Отломав сухие концы на ножках, отварить спаржу в подсоленной воде три-четыре минуты. Промыть ее холодной водой и разрезать на две-три части.
⑥ Смешать сметану, майонез, одну столовую ложку горчицы, по три столовых ложки рубленых укропа и петрушки для заправки. Посолить и поперчить, смешать с овощами.
⑦ Для горчичного соуса смешать две с половиной столовые ложки горчицы со столовой ложкой сахара, винным уксусом, солью, свежемолотым перцем и интенсивно взбить венчиком, тонкой струйкой добавляя масло. После того как соус приобретет консистенцию майонеза, добавить мелко нарезанный укроп. Готовое филе сполоснуть водой, выложить на разделочную доску кожей вниз, срезать тонкие ломтики наискосок под углом, начиная с хвоста. Подавать с лимоном, картофельным салатом и горчичным соусом.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/160904132102/160915173405/p_O.jpg,"['фил', 'лос', 'морск', 'сол', '4', 'столов', 'ложк', 'сахар', '4', 'столов', 'ложк', 'укроп', 'молот', 'бел', 'перец', '2', 'чайн', 'ложк', 'молод', 'картофел', 'редис', '1', 'пучок', 'зелен', 'спарж', '1', 'пучок', 'зелен', 'лук', '1', 'пучок', 'смета', '20', 'на', 'майонез', '3', 'столов', 'ложк', 'дижонск', 'горчиц', '3', '5', 'столов', 'ложк', 'петрушк', 'красн', 'вин', 'уксус', '1', '5', 'чайн', 'ложек', 'рафинирова', 'масл', '200', 'мл', 'сол', 'вкус', 'молот', 'черн', 'перец', 'вкус']","['филе', 'лосось', 'г', 'морской', 'соль', 'столовая', 'ложка', 'сахар', 'столовая', 'ложка', 'укроп', 'г', 'молотый', 'белый', 'перец', 'чайный', 'ложка', 'молодой', 'картофель', 'г', 'редис', 'пучок', 'зелёный', 'спаржа', 'пучок', 'зелёный', 'лук', 'пучок', 'сметана', 'ная', 'г', 'майонез', 'столовая', 'ложка', 'дижонскай', 'горчица', 'столовая', 'ложка', 'петрушка', 'г', 'красный', 'винный', 'уксус', 'чайный', 'ложка', 'рафинировать', 'масло', 'мл', 'соль', 'по', 'вкус', 'молотый', 'чёрный', 'перец', 'по', 'вкус']",770,32,56,34
938,939,Творожная запеканка с бананами,"Калории: 502, белки: 31, жиры: 21, углеводы: 49",1 час,"Сливки 20%-ные 100 мл
Сахар 50 г
Куриное яйцо 3 штуки
Пшеничная мука 60 г
Творог 500 г
Бананы 2 штуки
Сливочное масло 20 г
Разрыхлитель ½ чайные ложки
Ванилин 1 г","① Взбить яйца с сахаром, добавить сливки и еще раз взбить.
② Добавить творог, муку и разрыхлитель, тщательно перемешать.
③ Порезать кубиками бананы и перемешать с творожной массой.
④ Смазать форму маслом и вылить в нее массу.
⑤ Поставить в разогретую духовку и выпекать при температуре 180 градусов около 40 минут до появления золотистой корочки.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/140408181639/140415081121/p_O.jpg,"['сливк', '20', 'ны', '100', 'мл', 'сахар', 'курин', 'яйц', '3', 'штук', 'пшеничн', 'мук', 'творог', 'бана', '2', 'штук', 'сливочн', 'масл', 'разрыхлител', '½', 'чайн', 'ложк', 'ванилин']","['сливка', 'ные', 'мл', 'сахар', 'г', 'куриный', 'яйцо', 'штука', 'пшеничный', 'мука', 'г', 'творог', 'г', 'банан', 'штука', 'сливочный', 'масло', 'г', 'разрыхлитель', '½', 'чайный', 'ложка', 'ванилин', 'г']",502,31,21,49
939,940,Техасский хэш,"Калории: 287, белки: 15, жиры: 17, углеводы: 20",1 час,"Говяжий фарш 400 г
Репчатый лук 1 штука
Стебель сельдерея 1 штука
Томатный соус пассата 300 г
Зеленый сладкий перец 1 штука
Рис 90 г
Чеснок 2 зубчика
Молотый перец чили ½ г
Петрушка 15 г
Помидоры 1 штука
Молотый черный перец по вкусу
Соль по вкусу","① Нарезать лук и сельдерей небольшим кубиком. Установить на Optigrill насадку для запекания, выбрать в ручном режиме красный уровень температуры. Обжарить сначала лук до прозрачности, затем добавить сельдерей, обжаривать, помешивая еще 2-3 минуты. Добавить фарш и обжаривать до тех пор, пока фарш не перестанет быть розовым.
② Добавить к фаршу нарезанный кубиком перец, измельченный чеснок, рис, нарезаный небольшим кубиком помидор, пассату, чили, соль, перец и измельченную петрушку.
③ Перемешать, закрыть и переключить уровень температуры на оранжевый. Готовить 20 минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131090424/180205141846/p_O.jpg,"['говяж', 'фарш', 'репчат', 'лук', '1', 'штук', 'стебел', 'сельдере', '1', 'штук', 'томатн', 'соус', 'пассат', 'зелен', 'сладк', 'перец', '1', 'штук', 'рис', 'чеснок', '2', 'зубчик', 'молот', 'перец', 'чил', '½', 'г', 'петрушк', 'помидор', '1', 'штук', 'молот', 'черн', 'перец', 'вкус', 'сол', 'вкус']","['говяжий', 'фарш', 'г', 'репчатый', 'лук', 'штука', 'стебель', 'сельдерей', 'штука', 'томатный', 'соус', 'пассат', 'г', 'зелёный', 'сладкий', 'перец', 'штука', 'рис', 'г', 'чеснок', 'зубчик', 'молотый', 'перец', 'чили', '½', 'г', 'петрушка', 'г', 'помидор', 'штука', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'соль', 'по', 'вкус']",287,15,17,20
940,941,Королева пудингов,"Калории: 572, белки: 17, жиры: 19, углеводы: 85",50 минут,"Сливочное масло 60 г
Молоко 800 мл
Ванильный экстракт ½ чайные ложки
Сахар 110 г
Яичный желток 5 штук
Хлебные крошки 240 г
Лимон 2 штуки
Малиновый джем 230 г
Яичный белок 5 штук
Сахарная пудра 110 г","① Влить молоко в сотейник, добавить масло, ванильный экстракт и цедру двух лимонов, довести до легкого кипения.
② Миксером взбить желтки с сахаром до белесого цвета. Не прекращая взбивать, медленно влить горячую молочно-ванильную смесь. Затем добавить хлебные крошки и перемешать на небольшой скорости до густой массы.
③ Форму для запекания смазать сливочным маслом, выложить в нее тесто и отправить в духовку, разогретую до 160 градусов, на 15-20 минут. Затем вытащить и дать остыть, а температуру в духовке увеличить до 190 градусов.
④ В небольшом сотейнике подогреть джем, чтобы он стал жиже. Равномерно покрыть джемом пудинг.
⑤ Миксером взбить белки с сахарной пудрой до твердых пиков. Выложить меренгу на пудинг и запечь в духовке в течение 10 минут до золотистого цвета.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120213182322/180620001234/p_O.jpg,"['сливочн', 'масл', 'молок', '800', 'мл', 'ванильн', 'экстракт', '½', 'чайн', 'ложк', 'сахар', 'яичн', 'желток', '5', 'штук', 'хлебн', 'крошк', 'лимон', '2', 'штук', 'малинов', 'джем', 'яичн', 'белок', '5', 'штук', 'сахарн', 'пудр']","['сливочный', 'масло', 'г', 'молоко', 'мл', 'ванильный', 'экстракт', '½', 'чайный', 'ложка', 'сахар', 'г', 'яичный', 'желток', 'штука', 'хлебный', 'крошка', 'г', 'лимон', 'штука', 'малиновый', 'джема', 'г', 'яичный', 'белок', 'штука', 'сахарный', 'пудра', 'г']",572,17,19,85
941,942,Настоящий узбекский плов,"Калории: 608, белки: 18, жиры: 39, углеводы: 45",3 часа,"Баранина 1 кг
Длиннозерный рис 500 г
Репчатый лук 4 головки
Растительное масло 300 мл
Чеснок 2 головки
Морковь 1 кг
Сушеный красный перец 2 штуки
Молотый кумин (зира)  1 столовая ложка
Семена кориандра 1 чайная ложка
Соль по вкусу
Сушеный барбарис 1 столовая ложка","① Рис промыть так, чтобы последняя вода оставалась прозрачной. Головки чеснока очистить от шелухи, но не разделять на зубчики.
③ луковицы и морковь очистить, лук порезать полукольцами, а морковь — тонкой соломкой.
② Казан разогреть и раскалить в нем масло. В этом масле обжарить неочищенную луковицу до тех пор, пока она не почернеет. Удалить ее. Остальной лук нарезать и, помешивая, обжарить его до темно-золотого цвета, это займет чуть меньше 10 минут. Добавить баранину, нарезанную кубиками, и жарить до появления корочки.
③ Добавить морковь, жарить, не мешая,
③ минуты, затем все хорошо перемешать и готовить еще 10 минут, постоянно помешивая. Влить кипяток так, чтобы он был выше всего содержимого казана на 1 см. Добавить острый сушеный перец, еще раз уменьшить огонь и тушить в течение часа.
④ Смешать зиру и кориандр, растереть руками или в ступке, но лучше — руками. Добавить барбарис и отправить все вместе к мясу. Добавить соль. Уменьшить огонь и готовить до мягкости моркови примерно 10–15 минут.
⑤ Еще раз промыть рис, дать стечь воде. Выложить на мясо, разровнять. Увеличить огонь до максимального и влить в казан кипяток так, чтобы он покрыл рис слоем в 3 сантиметра.
⑥ Как только рис впитает воду, вдавить в содержимое казана головки чеснока, убавить огонь до среднего и тушить до готовности риса. С помощью шумовки проверить готовность: если при легком ударе по поверхности риса звук будет глухим, в плове необходимо будет сделать несколько сквозных проколов с помощью тонкой деревянной шпажки. Затем накрыть крышкой, убавить огонь до самого минимума и оставить на 30 минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/120131082729/120213185956/p_O.jpg,"['баранин', '1', 'кг', 'длиннозерн', 'рис', 'репчат', 'лук', 'оловк', 'растительн', 'масл', '300', 'мл', 'чеснок', 'оловк', 'морков', '1', 'кг', 'сушен', 'красн', 'перец', '2', 'штук', 'молот', 'кумин', 'зир', '1', 'столов', 'ложк', 'сем', 'кориандр', '1', 'чайн', 'ложк', 'сол', 'вкус', 'сушен', 'барбарис', '1', 'столов', 'ложк']","['баранина', 'кг', 'длиннозёрный', 'рис', 'г', 'репчатый', 'лук', 'головка', 'растительный', 'масло', 'мл', 'чеснок', 'головка', 'морковь', 'кг', 'сушёный', 'красный', 'перец', 'штука', 'молотый', 'кумина', 'зира', 'столовая', 'ложка', 'семя', 'кориандр', 'чайный', 'ложка', 'соль', 'по', 'вкус', 'сушёный', 'барбарис', 'столовая', 'ложка']",608,18,39,45
942,943,Корниш-пасти,"Калории: 819, белки: 22, жиры: 46, углеводы: 81",2 часа,"Пшеничная мука 700 г
Топленое масло 150 г
Сливочное масло 155 г
Вода 210 мл
Говяжья диафрагма 450 г
Картофель 450 г
Морковь 250 г
Репчатый лук 200 г
Куриное яйцо 1 штука
Молоко 50 мл
Молотый черный перец по вкусу
Соль по вкусу","① Перемешать масло с мукой так, чтобы получились крошки. Затем добавить 1 столовую ложку соли и холодную воду и замесить упругое тесто. Обернуть его пищевой пленкой и убрать в холодильник на 3 часа.
② Мясо нарезать средними кубиками. Все овощи нарезать мелкими кубиками. Перемешать.
③ Раскатать тесто и вырезать круги диаметром примерно 20 см. Можно воспользоваться тарелкой.
④ Выложить на половину круга теста начинку, хорошо посыпать солью и перцем.
⑤ Смочить края теста водой, плотно соединить края теста между собой. Надавить на край пасти указательным пальцем, а большим пальцем подвернуть краешек теста к центру пасти. Так проделать по всему пирожку, а крайние уголки подвернуть.
⑥ Смазать пирожки взбитым яйцом с молоком и отправить в духовку с конвекцией, разогретую до 170 градусов, на 50–55 минут.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/110825150222/170321132037/p_O.jpg,"['пшеничн', 'мук', 'топлен', 'масл', 'сливочн', 'масл', 'вод', '210', 'мл', 'говяж', 'диафрагм', 'картофел', 'морков', 'репчат', 'лук', 'курин', 'яйц', '1', 'штук', 'молок', '50', 'мл', 'молот', 'черн', 'перец', 'вкус', 'сол', 'вкус']","['пшеничный', 'мука', 'г', 'топлёный', 'масло', 'г', 'сливочный', 'масло', 'г', 'вода', 'мл', 'говяжий', 'диафрагма', 'г', 'картофель', 'г', 'морковь', 'г', 'репчатый', 'лук', 'г', 'куриный', 'яйцо', 'штука', 'молоко', 'мл', 'молотый', 'чёрный', 'перец', 'по', 'вкус', 'соль', 'по', 'вкус']",819,22,46,81
943,944,"Цитрусовый сок с чесноком, имбирем и кайенским перцем","Калории: 393, белки: 7, жиры: 21, углеводы: 46",2 минуты,"Лимон 4 штуки
Апельсины 4 штуки
Имбирь 50 г
Чеснок 2 зубчика
Оливковое масло 2 столовые ложки
Кайенский перец щепотка","① Подготовить все ингредиенты.
② Извлечь при помощи соковыжималки сок из апельсинов и лимонов, натереть на терке имбирь, раздавить чеснок чесночной давилкой.
③ Все это поместить в блендер, добавить оливкового масла, щепотку кайенского перца и на большой скорости превратить в пенистую оранжевую жидкость.
④ Результат труда разлить по стаканам и выпить немедленно.",https://eda.ru/img/eda/c620x415/s1.eda.ru/StaticContent/Photos/150615095301/150617161824/p_O.jpg,"['лимон', '4', 'штук', 'апельсин', '4', 'штук', 'имбир', 'чеснок', '2', 'зубчик', 'оливков', 'масл', '2', 'столов', 'ложк', 'кайенск', 'перец', 'щепотк']","['лимон', 'штука', 'апельсин', 'штука', 'имбирь', 'г', 'чеснок', 'зубчик', 'оливковый', 'масло', 'столовая', 'ложка', 'кайенский', 'перец', 'щепотка']",393,7,21,46
